language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,linked,dataset_10000.txt,10000,0,82750,921375,621333,11583,50,49509981
cpp,linked,dataset_10000.txt,10000,1,93416,1173125,838584,13000,50,49509981
cpp,linked,dataset_10000.txt,10000,2,83084,960291,682959,11875,50,49509981
cpp,linked,dataset_10000.txt,10000,3,80541,952542,689292,14833,50,49509981
cpp,linked,dataset_10000.txt,10000,4,86166,1105084,655375,11916,50,49509981
cpp,linked,dataset_10000.txt,10000,5,83125,932875,643250,11958,50,49509981
cpp,linked,dataset_10000.txt,10000,6,82750,1052917,735083,14167,50,49509981
cpp,linked,dataset_10000.txt,10000,7,79916,938667,758416,14500,50,49509981
cpp,linked,dataset_10000.txt,10000,8,81958,1038875,702292,14583,50,49509981
cpp,linked,dataset_10000.txt,10000,9,82834,904917,652541,11708,50,49509981
