language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,linked,dataset_10000.txt,10000,0,1525791,22509250,13016083,304417,50,49509981
python,linked,dataset_10000.txt,10000,1,1364625,21065375,12962500,309250,50,49509981
python,linked,dataset_10000.txt,10000,2,1408875,20930708,13006375,327625,50,49509981
python,linked,dataset_10000.txt,10000,3,1289250,20906625,12976583,304667,50,49509981
python,linked,dataset_10000.txt,10000,4,1531208,21602292,13103792,311875,50,49509981
python,linked,dataset_10000.txt,10000,5,1293417,20860584,12871125,287958,50,49509981
python,linked,dataset_10000.txt,10000,6,1288584,20889209,12848542,302208,50,49509981
python,linked,dataset_10000.txt,10000,7,1365166,20937125,12919042,290583,50,49509981
python,linked,dataset_10000.txt,10000,8,1293292,20793791,12891375,296292,50,49509981
python,linked,dataset_10000.txt,10000,9,1495709,20879625,12999667,295417,50,49509981
