language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,array,dataset_10000.txt,10000,0,3000,254542,189750,459,50,49509981
cpp,array,dataset_10000.txt,10000,1,2667,254917,189666,417,50,49509981
cpp,array,dataset_10000.txt,10000,2,2583,255833,190125,417,50,49509981
cpp,array,dataset_10000.txt,10000,3,2583,261167,189625,417,50,49509981
cpp,array,dataset_10000.txt,10000,4,2625,249250,182709,375,50,49509981
cpp,array,dataset_10000.txt,10000,5,2500,245166,182875,375,50,49509981
cpp,array,dataset_10000.txt,10000,6,2500,245459,183125,375,50,49509981
cpp,array,dataset_10000.txt,10000,7,2542,245417,193291,417,50,49509981
cpp,array,dataset_10000.txt,10000,8,2750,254834,191000,416,50,49509981
cpp,array,dataset_10000.txt,10000,9,2583,254625,189916,417,50,49509981
