language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,hash,dataset_25000.txt,25000,0,732708,11875,9500,109125,125,309399781
python,hash,dataset_25000.txt,25000,1,786917,10791,9417,108542,125,309399781
python,hash,dataset_25000.txt,25000,2,742500,9542,9250,113375,125,309399781
python,hash,dataset_25000.txt,25000,3,617584,9875,9125,107958,125,309399781
python,hash,dataset_25000.txt,25000,4,631958,9625,9208,112458,125,309399781
python,hash,dataset_25000.txt,25000,5,622375,9417,9000,106583,125,309399781
python,hash,dataset_25000.txt,25000,6,612625,9541,9000,108792,125,309399781
python,hash,dataset_25000.txt,25000,7,606375,9584,9084,109875,125,309399781
python,hash,dataset_25000.txt,25000,8,616250,9541,9041,107041,125,309399781
python,hash,dataset_25000.txt,25000,9,608083,9625,9000,108000,125,309399781
