language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,linked,dataset_1000.txt,1000,0,107458,237000,174167,30500,5,494272
python,linked,dataset_1000.txt,1000,1,103792,237167,175375,30292,5,494272
python,linked,dataset_1000.txt,1000,2,103250,235583,173833,30834,5,494272
python,linked,dataset_1000.txt,1000,3,103250,237291,175959,30416,5,494272
python,linked,dataset_1000.txt,1000,4,103125,236958,173959,30083,5,494272
python,linked,dataset_1000.txt,1000,5,107208,234916,173791,29917,5,494272
python,linked,dataset_1000.txt,1000,6,103209,237625,173458,30875,5,494272
python,linked,dataset_1000.txt,1000,7,105208,240917,172042,30542,5,494272
python,linked,dataset_1000.txt,1000,8,107250,237459,173916,30000,5,494272
python,linked,dataset_1000.txt,1000,9,103625,235458,172709,31083,5,494272
