language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,array,dataset_10000.txt,10000,0,12584,2747750,2704417,34791,50,49509981
python,array,dataset_10000.txt,10000,1,10708,2755000,2717083,34084,50,49509981
python,array,dataset_10000.txt,10000,2,11541,2788334,2695709,36333,50,49509981
python,array,dataset_10000.txt,10000,3,13791,2750500,2684708,36208,50,49509981
python,array,dataset_10000.txt,10000,4,10500,2766417,2698958,35417,50,49509981
python,array,dataset_10000.txt,10000,5,11625,2809333,2692583,36583,50,49509981
python,array,dataset_10000.txt,10000,6,11333,2752167,2687583,34833,50,49509981
python,array,dataset_10000.txt,10000,7,10541,2756500,2804666,36917,50,49509981
python,array,dataset_10000.txt,10000,8,11750,2769458,2696833,33625,50,49509981
python,array,dataset_10000.txt,10000,9,11208,2761000,2698000,34500,50,49509981
