language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,linked,dataset_5000.txt,5000,0,48833,244000,169791,6542,25,12368708
cpp,linked,dataset_5000.txt,5000,1,43125,257833,186875,7833,25,12368708
cpp,linked,dataset_5000.txt,5000,2,41292,267791,190834,8500,25,12368708
cpp,linked,dataset_5000.txt,5000,3,42708,262792,168333,6583,25,12368708
cpp,linked,dataset_5000.txt,5000,4,41542,280541,182125,7791,25,12368708
cpp,linked,dataset_5000.txt,5000,5,43542,240375,169083,6209,25,12368708
cpp,linked,dataset_5000.txt,5000,6,41208,235958,165375,6042,25,12368708
cpp,linked,dataset_5000.txt,5000,7,41459,289459,184167,7833,25,12368708
cpp,linked,dataset_5000.txt,5000,8,42542,280208,184791,7709,25,12368708
cpp,linked,dataset_5000.txt,5000,9,49583,262459,176375,7750,25,12368708
