language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,array,dataset_25000.txt,25000,0,31167,16212625,16200834,86000,125,309399781
python,array,dataset_25000.txt,25000,1,29625,16424625,16223500,89458,125,309399781
python,array,dataset_25000.txt,25000,2,31250,17274917,17274709,89500,125,309399781
python,array,dataset_25000.txt,25000,3,31542,16858417,16836958,87000,125,309399781
python,array,dataset_25000.txt,25000,4,30250,16191292,16564583,87167,125,309399781
python,array,dataset_25000.txt,25000,5,38583,16575875,16319458,88500,125,309399781
python,array,dataset_25000.txt,25000,6,32958,16352542,16539209,91292,125,309399781
python,array,dataset_25000.txt,25000,7,28750,16212500,16333834,85916,125,309399781
python,array,dataset_25000.txt,25000,8,28583,16509541,16467834,89500,125,309399781
python,array,dataset_25000.txt,25000,9,35458,16211500,16312209,86958,125,309399781
