language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
java,linked,dataset_5000.txt,5000,0,157042,375709,300042,204041,25,12368708
java,linked,dataset_5000.txt,5000,1,158083,428792,313584,202500,25,12368708
java,linked,dataset_5000.txt,5000,2,157333,401583,351875,200709,25,12368708
java,linked,dataset_5000.txt,5000,3,158375,409167,313708,201416,25,12368708
java,linked,dataset_5000.txt,5000,4,77333,411583,313708,53292,25,12368708
java,linked,dataset_5000.txt,5000,5,76042,393500,294583,35334,25,12368708
java,linked,dataset_5000.txt,5000,6,71500,391417,308041,40625,25,12368708
java,linked,dataset_5000.txt,5000,7,73750,395750,307875,43042,25,12368708
java,linked,dataset_5000.txt,5000,8,61334,387791,297667,32542,25,12368708
java,linked,dataset_5000.txt,5000,9,61166,391375,296917,33500,25,12368708
