language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,array,dataset_5000.txt,5000,0,1791,57958,52583,209,25,12368708
cpp,array,dataset_5000.txt,5000,1,3458,58375,52542,208,25,12368708
cpp,array,dataset_5000.txt,5000,2,3333,58167,52541,167,25,12368708
cpp,array,dataset_5000.txt,5000,3,1958,57750,52583,209,25,12368708
cpp,array,dataset_5000.txt,5000,4,1791,58209,52833,208,25,12368708
cpp,array,dataset_5000.txt,5000,5,1708,57792,52583,208,25,12368708
cpp,array,dataset_5000.txt,5000,6,1625,57917,60958,292,25,12368708
cpp,array,dataset_5000.txt,5000,7,1667,57833,52416,208,25,12368708
cpp,array,dataset_5000.txt,5000,8,2500,63250,52458,208,25,12368708
cpp,array,dataset_5000.txt,5000,9,2708,63291,52625,250,25,12368708
