language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,hash,dataset_5000.txt,5000,0,64458,209,1083,6708,25,12368708
cpp,hash,dataset_5000.txt,5000,1,59083,167,1000,6959,25,12368708
cpp,hash,dataset_5000.txt,5000,2,60667,125,958,7000,25,12368708
cpp,hash,dataset_5000.txt,5000,3,58667,167,1000,6833,25,12368708
cpp,hash,dataset_5000.txt,5000,4,59500,125,959,7041,25,12368708
cpp,hash,dataset_5000.txt,5000,5,58292,166,1000,7375,25,12368708
cpp,hash,dataset_5000.txt,5000,6,58208,125,959,6750,25,12368708
cpp,hash,dataset_5000.txt,5000,7,65542,167,958,7250,25,12368708
cpp,hash,dataset_5000.txt,5000,8,67583,125,959,7292,25,12368708
cpp,hash,dataset_5000.txt,5000,9,65583,167,1000,6958,25,12368708
