language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
java,hash,dataset_5000.txt,5000,0,323167,7375,17667,255875,25,12368708
java,hash,dataset_5000.txt,5000,1,301000,8916,12583,227292,25,12368708
java,hash,dataset_5000.txt,5000,2,270000,10083,16708,225791,25,12368708
java,hash,dataset_5000.txt,5000,3,247875,9125,9375,241917,25,12368708
java,hash,dataset_5000.txt,5000,4,249709,8375,3125,216500,25,12368708
java,hash,dataset_5000.txt,5000,5,1181583,9667,5500,62042,25,12368708
java,hash,dataset_5000.txt,5000,6,96833,1250,1542,50166,25,12368708
java,hash,dataset_5000.txt,5000,7,109125,1417,1666,53250,25,12368708
java,hash,dataset_5000.txt,5000,8,87833,1125,1417,46209,25,12368708
java,hash,dataset_5000.txt,5000,9,80291,1250,1458,46625,25,12368708
