language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
java,array,dataset_10000.txt,10000,0,318791,361458,286459,404000,50,49509981
java,array,dataset_10000.txt,10000,1,122541,352792,297334,74500,50,49509981
java,array,dataset_10000.txt,10000,2,141042,339500,287250,66541,50,49509981
java,array,dataset_10000.txt,10000,3,115958,335167,287666,63125,50,49509981
java,array,dataset_10000.txt,10000,4,112375,357375,453416,141000,50,49509981
java,array,dataset_10000.txt,10000,5,115834,346334,286875,63333,50,49509981
java,array,dataset_10000.txt,10000,6,111166,333292,289041,63000,50,49509981
java,array,dataset_10000.txt,10000,7,112209,331208,283458,62917,50,49509981
java,array,dataset_10000.txt,10000,8,858583,384416,292958,64083,50,49509981
java,array,dataset_10000.txt,10000,9,112500,337125,283958,62958,50,49509981
