language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,hash,dataset_10000.txt,10000,0,219709,4125,3708,43791,50,49509981
python,hash,dataset_10000.txt,10000,1,210000,3875,3458,43750,50,49509981
python,hash,dataset_10000.txt,10000,2,205250,3834,3500,43375,50,49509981
python,hash,dataset_10000.txt,10000,3,203875,3792,3417,43709,50,49509981
python,hash,dataset_10000.txt,10000,4,201166,3709,3500,43750,50,49509981
python,hash,dataset_10000.txt,10000,5,200750,3834,3417,43750,50,49509981
python,hash,dataset_10000.txt,10000,6,203583,3875,3417,43500,50,49509981
python,hash,dataset_10000.txt,10000,7,212750,3916,3458,43625,50,49509981
python,hash,dataset_10000.txt,10000,8,200958,3791,3500,43833,50,49509981
python,hash,dataset_10000.txt,10000,9,208583,3667,5208,44667,50,49509981
