language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,array,dataset_1000.txt,1000,0,625,4458,3458,167,5,494224
cpp,array,dataset_1000.txt,1000,1,166,4375,3416,125,5,494224
cpp,array,dataset_1000.txt,1000,2,167,4375,3375,167,5,494224
cpp,array,dataset_1000.txt,1000,3,167,4416,3417,125,5,494224
cpp,array,dataset_1000.txt,1000,4,166,4375,3416,167,5,494224
cpp,array,dataset_1000.txt,1000,5,167,4375,3417,125,5,494224
cpp,array,dataset_1000.txt,1000,6,167,4417,3458,125,5,494224
cpp,array,dataset_1000.txt,1000,7,167,4417,3417,125,5,494224
cpp,array,dataset_1000.txt,1000,8,167,4375,3458,125,5,494224
cpp,array,dataset_1000.txt,1000,9,166,4375,3417,125,5,494224
