language,structure,dataset,n,repeat,operation,time_ns,hits,checksum
cpp,hash,dataset_10000.txt,10000,6,insert,119917,50,49509981
cpp,hash,dataset_10000.txt,10000,6,search,333,50,49509981
cpp,hash,dataset_10000.txt,10000,6,delete,1959,50,49509981
cpp,hash,dataset_10000.txt,10000,6,traverse,12375,50,49509981
cpp,hash,dataset_10000.txt,10000,7,insert,119500,50,49509981
cpp,hash,dataset_10000.txt,10000,7,search,292,50,49509981
cpp,hash,dataset_10000.txt,10000,7,delete,2000,50,49509981
cpp,hash,dataset_10000.txt,10000,7,traverse,13500,50,49509981
cpp,hash,dataset_10000.txt,10000,8,insert,122167,50,49509981
cpp,hash,dataset_10000.txt,10000,8,search,292,50,49509981
cpp,hash,dataset_10000.txt,10000,8,delete,2042,50,49509981
cpp,hash,dataset_10000.txt,10000,8,traverse,13667,50,49509981
cpp,hash,dataset_10000.txt,10000,9,insert,129750,50,49509981
cpp,hash,dataset_10000.txt,10000,9,search,333,50,49509981
cpp,hash,dataset_10000.txt,10000,9,delete,2000,50,49509981
cpp,hash,dataset_10000.txt,10000,9,traverse,13708,50,49509981
python,array,dataset_1000.txt,1000,0,insert,1375,5,494272
python,array,dataset_1000.txt,1000,0,search,29625,5,494272
python,array,dataset_1000.txt,1000,0,delete,38791,5,494272
python,array,dataset_1000.txt,1000,0,traverse,5292,5,494272
python,array,dataset_1000.txt,1000,1,insert,833,5,494272
python,array,dataset_1000.txt,1000,1,search,29167,5,494272
python,array,dataset_1000.txt,1000,1,delete,38666,5,494272
python,array,dataset_1000.txt,1000,1,traverse,5208,5,494272
python,array,dataset_1000.txt,1000,2,insert,750,5,494272
python,array,dataset_1000.txt,1000,2,search,29250,5,494272
python,array,dataset_1000.txt,1000,2,delete,38500,5,494272
python,array,dataset_1000.txt,1000,2,traverse,5041,5,494272
python,array,dataset_1000.txt,1000,3,insert,667,5,494272
python,array,dataset_1000.txt,1000,3,search,28625,5,494272
python,array,dataset_1000.txt,1000,3,delete,37875,5,494272
python,array,dataset_1000.txt,1000,3,traverse,5166,5,494272
python,array,dataset_1000.txt,1000,4,insert,709,5,494272
python,array,dataset_1000.txt,1000,4,search,28292,5,494272
python,array,dataset_1000.txt,1000,4,delete,37167,5,494272
python,array,dataset_1000.txt,1000,4,traverse,5209,5,494272
python,array,dataset_1000.txt,1000,5,insert,708,5,494272
python,array,dataset_1000.txt,1000,5,search,28416,5,494272
python,array,dataset_1000.txt,1000,5,delete,37291,5,494272
python,array,dataset_1000.txt,1000,5,traverse,5083,5,494272
python,array,dataset_1000.txt,1000,6,insert,667,5,494272
python,array,dataset_1000.txt,1000,6,search,28333,5,494272
python,array,dataset_1000.txt,1000,6,delete,37125,5,494272
python,array,dataset_1000.txt,1000,6,traverse,5083,5,494272
python,array,dataset_1000.txt,1000,7,insert,667,5,494272
python,array,dataset_1000.txt,1000,7,search,28292,5,494272
python,array,dataset_1000.txt,1000,7,delete,37250,5,494272
python,array,dataset_1000.txt,1000,7,traverse,4875,5,494272
python,array,dataset_1000.txt,1000,8,insert,667,5,494272
python,array,dataset_1000.txt,1000,8,search,28500,5,494272
python,array,dataset_1000.txt,1000,8,delete,37083,5,494272
python,array,dataset_1000.txt,1000,8,traverse,4916,5,494272
python,array,dataset_1000.txt,1000,9,insert,666,5,494272
python,array,dataset_1000.txt,1000,9,search,28250,5,494272
python,array,dataset_1000.txt,1000,9,delete,37166,5,494272
python,array,dataset_1000.txt,1000,9,traverse,4875,5,494272
python,hash,dataset_10000.txt,10000,0,insert,219709,50,49509981
python,hash,dataset_10000.txt,10000,0,search,4125,50,49509981
python,hash,dataset_10000.txt,10000,0,delete,3708,50,49509981
python,hash,dataset_10000.txt,10000,0,traverse,43791,50,49509981
python,hash,dataset_10000.txt,10000,1,insert,210000,50,49509981
python,hash,dataset_10000.txt,10000,1,search,3875,50,49509981
python,hash,dataset_10000.txt,10000,1,delete,3458,50,49509981
python,hash,dataset_10000.txt,10000,1,traverse,43750,50,49509981
python,hash,dataset_10000.txt,10000,2,insert,205250,50,49509981
python,hash,dataset_10000.txt,10000,2,search,3834,50,49509981
python,hash,dataset_10000.txt,10000,2,delete,3500,50,49509981
python,hash,dataset_10000.txt,10000,2,traverse,43375,50,49509981
python,hash,dataset_10000.txt,10000,3,insert,203875,50,49509981
python,hash,dataset_10000.txt,10000,3,search,3792,50,49509981
python,hash,dataset_10000.txt,10000,3,delete,3417,50,49509981
python,hash,dataset_10000.txt,10000,3,traverse,43709,50,49509981
python,hash,dataset_10000.txt,10000,4,insert,201166,50,49509981
python,hash,dataset_10000.txt,10000,4,search,3709,50,49509981
python,hash,dataset_10000.txt,10000,4,delete,3500,50,49509981
python,hash,dataset_10000.txt,10000,4,traverse,43750,50,49509981
python,hash,dataset_10000.txt,10000,5,insert,200750,50,49509981
python,hash,dataset_10000.txt,10000,5,search,3834,50,49509981
python,hash,dataset_10000.txt,10000,5,delete,3417,50,49509981
python,hash,dataset_10000.txt,10000,5,traverse,43750,50,49509981
python,hash,dataset_10000.txt,10000,6,insert,203583,50,49509981
python,hash,dataset_10000.txt,10000,6,search,3875,50,49509981
python,hash,dataset_10000.txt,10000,6,delete,3417,50,49509981
python,hash,dataset_10000.txt,10000,6,traverse,43500,50,49509981
python,hash,dataset_10000.txt,10000,7,insert,212750,50,49509981
python,hash,dataset_10000.txt,10000,7,search,3916,50,49509981
python,hash,dataset_10000.txt,10000,7,delete,3458,50,49509981
python,hash,dataset_10000.txt,10000,7,traverse,43625,50,49509981
python,hash,dataset_10000.txt,10000,8,insert,200958,50,49509981
python,hash,dataset_10000.txt,10000,8,search,3791,50,49509981
python,hash,dataset_10000.txt,10000,8,delete,3500,50,49509981
python,hash,dataset_10000.txt,10000,8,traverse,43833,50,49509981
python,hash,dataset_10000.txt,10000,9,insert,208583,50,49509981
python,hash,dataset_10000.txt,10000,9,search,3667,50,49509981
python,hash,dataset_10000.txt,10000,9,delete,5208,50,49509981
python,hash,dataset_10000.txt,10000,9,traverse,44667,50,49509981
python,linked,dataset_10000.txt,10000,0,insert,1525791,50,49509981
python,linked,dataset_10000.txt,10000,0,search,22509250,50,49509981
python,linked,dataset_10000.txt,10000,0,delete,13016083,50,49509981
python,linked,dataset_10000.txt,10000,0,traverse,304417,50,49509981
python,linked,dataset_10000.txt,10000,1,insert,1364625,50,49509981
python,linked,dataset_10000.txt,10000,1,search,21065375,50,49509981
python,linked,dataset_10000.txt,10000,1,delete,12962500,50,49509981
python,linked,dataset_10000.txt,10000,1,traverse,309250,50,49509981
python,linked,dataset_10000.txt,10000,2,insert,1408875,50,49509981
python,linked,dataset_10000.txt,10000,2,search,20930708,50,49509981
python,linked,dataset_10000.txt,10000,2,delete,13006375,50,49509981
python,linked,dataset_10000.txt,10000,2,traverse,327625,50,49509981
python,linked,dataset_10000.txt,10000,3,insert,1289250,50,49509981
python,linked,dataset_10000.txt,10000,3,search,20906625,50,49509981
python,linked,dataset_10000.txt,10000,3,delete,12976583,50,49509981
python,linked,dataset_10000.txt,10000,3,traverse,304667,50,49509981
python,linked,dataset_10000.txt,10000,4,insert,1531208,50,49509981
python,linked,dataset_10000.txt,10000,4,search,21602292,50,49509981
python,linked,dataset_10000.txt,10000,4,delete,13103792,50,49509981
python,linked,dataset_10000.txt,10000,4,traverse,311875,50,49509981
python,linked,dataset_10000.txt,10000,5,insert,1293417,50,49509981
python,linked,dataset_10000.txt,10000,5,search,20860584,50,49509981
python,linked,dataset_10000.txt,10000,5,delete,12871125,50,49509981
python,linked,dataset_10000.txt,10000,5,traverse,287958,50,49509981
python,linked,dataset_10000.txt,10000,6,insert,1288584,50,49509981
python,linked,dataset_10000.txt,10000,6,search,20889209,50,49509981
python,linked,dataset_10000.txt,10000,6,delete,12848542,50,49509981
python,linked,dataset_10000.txt,10000,6,traverse,302208,50,49509981
python,linked,dataset_10000.txt,10000,7,insert,1365166,50,49509981
python,linked,dataset_10000.txt,10000,7,search,20937125,50,49509981
python,linked,dataset_10000.txt,10000,7,delete,12919042,50,49509981
python,linked,dataset_10000.txt,10000,7,traverse,290583,50,49509981
python,linked,dataset_10000.txt,10000,8,insert,1293292,50,49509981
python,linked,dataset_10000.txt,10000,8,search,20793791,50,49509981
python,linked,dataset_10000.txt,10000,8,delete,12891375,50,49509981
python,linked,dataset_10000.txt,10000,8,traverse,296292,50,49509981
python,linked,dataset_10000.txt,10000,9,insert,1495709,50,49509981
python,linked,dataset_10000.txt,10000,9,search,20879625,50,49509981
python,linked,dataset_10000.txt,10000,9,delete,12999667,50,49509981
python,linked,dataset_10000.txt,10000,9,traverse,295417,50,49509981
python,array,dataset_10000.txt,10000,0,insert,12584,50,49509981
python,array,dataset_10000.txt,10000,0,search,2747750,50,49509981
python,array,dataset_10000.txt,10000,0,delete,2704417,50,49509981
python,array,dataset_10000.txt,10000,0,traverse,34791,50,49509981
python,array,dataset_10000.txt,10000,1,insert,10708,50,49509981
python,array,dataset_10000.txt,10000,1,search,2755000,50,49509981
python,array,dataset_10000.txt,10000,1,delete,2717083,50,49509981
python,array,dataset_10000.txt,10000,1,traverse,34084,50,49509981
python,array,dataset_10000.txt,10000,2,insert,11541,50,49509981
python,array,dataset_10000.txt,10000,2,search,2788334,50,49509981
python,array,dataset_10000.txt,10000,2,delete,2695709,50,49509981
python,array,dataset_10000.txt,10000,2,traverse,36333,50,49509981
python,array,dataset_10000.txt,10000,3,insert,13791,50,49509981
python,array,dataset_10000.txt,10000,3,search,2750500,50,49509981
python,array,dataset_10000.txt,10000,3,delete,2684708,50,49509981
python,array,dataset_10000.txt,10000,3,traverse,36208,50,49509981
python,array,dataset_10000.txt,10000,4,insert,10500,50,49509981
python,array,dataset_10000.txt,10000,4,search,2766417,50,49509981
python,array,dataset_10000.txt,10000,4,delete,2698958,50,49509981
python,array,dataset_10000.txt,10000,4,traverse,35417,50,49509981
python,array,dataset_10000.txt,10000,5,insert,11625,50,49509981
python,array,dataset_10000.txt,10000,5,search,2809333,50,49509981
python,array,dataset_10000.txt,10000,5,delete,2692583,50,49509981
python,array,dataset_10000.txt,10000,5,traverse,36583,50,49509981
python,array,dataset_10000.txt,10000,6,insert,11333,50,49509981
python,array,dataset_10000.txt,10000,6,search,2752167,50,49509981
python,array,dataset_10000.txt,10000,6,delete,2687583,50,49509981
python,array,dataset_10000.txt,10000,6,traverse,34833,50,49509981
python,array,dataset_10000.txt,10000,7,insert,10541,50,49509981
python,array,dataset_10000.txt,10000,7,search,2756500,50,49509981
python,array,dataset_10000.txt,10000,7,delete,2804666,50,49509981
python,array,dataset_10000.txt,10000,7,traverse,36917,50,49509981
python,array,dataset_10000.txt,10000,8,insert,11750,50,49509981
python,array,dataset_10000.txt,10000,8,search,2769458,50,49509981
python,array,dataset_10000.txt,10000,8,delete,2696833,50,49509981
python,array,dataset_10000.txt,10000,8,traverse,33625,50,49509981
python,array,dataset_10000.txt,10000,9,insert,11208,50,49509981
python,array,dataset_10000.txt,10000,9,search,2761000,50,49509981
python,array,dataset_10000.txt,10000,9,delete,2698000,50,49509981
python,array,dataset_10000.txt,10000,9,traverse,34500,50,49509981
cpp,linked,dataset_10000.txt,10000,0,insert,82750,50,49509981
cpp,linked,dataset_10000.txt,10000,0,search,921375,50,49509981
cpp,linked,dataset_10000.txt,10000,0,delete,621333,50,49509981
cpp,linked,dataset_10000.txt,10000,0,traverse,11583,50,49509981
cpp,linked,dataset_10000.txt,10000,1,insert,93416,50,49509981
cpp,linked,dataset_10000.txt,10000,1,search,1173125,50,49509981
cpp,linked,dataset_10000.txt,10000,1,delete,838584,50,49509981
cpp,linked,dataset_10000.txt,10000,1,traverse,13000,50,49509981
cpp,linked,dataset_10000.txt,10000,2,insert,83084,50,49509981
cpp,linked,dataset_10000.txt,10000,2,search,960291,50,49509981
cpp,linked,dataset_10000.txt,10000,2,delete,682959,50,49509981
cpp,linked,dataset_10000.txt,10000,2,traverse,11875,50,49509981
cpp,linked,dataset_10000.txt,10000,3,insert,80541,50,49509981
cpp,linked,dataset_10000.txt,10000,3,search,952542,50,49509981
cpp,linked,dataset_10000.txt,10000,3,delete,689292,50,49509981
cpp,linked,dataset_10000.txt,10000,3,traverse,14833,50,49509981
cpp,linked,dataset_10000.txt,10000,4,insert,86166,50,49509981
cpp,linked,dataset_10000.txt,10000,4,search,1105084,50,49509981
cpp,linked,dataset_10000.txt,10000,4,delete,655375,50,49509981
cpp,linked,dataset_10000.txt,10000,4,traverse,11916,50,49509981
cpp,linked,dataset_10000.txt,10000,5,insert,83125,50,49509981
cpp,linked,dataset_10000.txt,10000,5,search,932875,50,49509981
cpp,linked,dataset_10000.txt,10000,5,delete,643250,50,49509981
cpp,linked,dataset_10000.txt,10000,5,traverse,11958,50,49509981
cpp,linked,dataset_10000.txt,10000,6,insert,82750,50,49509981
cpp,linked,dataset_10000.txt,10000,6,search,1052917,50,49509981
cpp,linked,dataset_10000.txt,10000,6,delete,735083,50,49509981
cpp,linked,dataset_10000.txt,10000,6,traverse,14167,50,49509981
cpp,linked,dataset_10000.txt,10000,7,insert,79916,50,49509981
cpp,linked,dataset_10000.txt,10000,7,search,938667,50,49509981
cpp,linked,dataset_10000.txt,10000,7,delete,758416,50,49509981
cpp,linked,dataset_10000.txt,10000,7,traverse,14500,50,49509981
cpp,linked,dataset_10000.txt,10000,8,insert,81958,50,49509981
cpp,linked,dataset_10000.txt,10000,8,search,1038875,50,49509981
cpp,linked,dataset_10000.txt,10000,8,delete,702292,50,49509981
cpp,linked,dataset_10000.txt,10000,8,traverse,14583,50,49509981
cpp,linked,dataset_10000.txt,10000,9,insert,82834,50,49509981
cpp,linked,dataset_10000.txt,10000,9,search,904917,50,49509981
cpp,linked,dataset_10000.txt,10000,9,delete,652541,50,49509981
cpp,linked,dataset_10000.txt,10000,9,traverse,11708,50,49509981
python,hash,dataset_1000.txt,1000,0,insert,26167,5,494272
python,hash,dataset_1000.txt,1000,0,search,875,5,494272
python,hash,dataset_1000.txt,1000,0,delete,708,5,494272
python,hash,dataset_1000.txt,1000,0,traverse,7292,5,494272
python,hash,dataset_1000.txt,1000,1,insert,25917,5,494272
python,hash,dataset_1000.txt,1000,1,search,667,5,494272
python,hash,dataset_1000.txt,1000,1,delete,458,5,494272
python,hash,dataset_1000.txt,1000,1,traverse,7041,5,494272
python,hash,dataset_1000.txt,1000,2,insert,24542,5,494272
python,hash,dataset_1000.txt,1000,2,search,625,5,494272
python,hash,dataset_1000.txt,1000,2,delete,459,5,494272
python,hash,dataset_1000.txt,1000,2,traverse,7125,5,494272
python,hash,dataset_1000.txt,1000,3,insert,23750,5,494272
python,hash,dataset_1000.txt,1000,3,search,584,5,494272
python,hash,dataset_1000.txt,1000,3,delete,458,5,494272
python,hash,dataset_1000.txt,1000,3,traverse,6917,5,494272
python,hash,dataset_1000.txt,1000,4,insert,24584,5,494272
python,hash,dataset_1000.txt,1000,4,search,667,5,494272
python,hash,dataset_1000.txt,1000,4,delete,458,5,494272
python,hash,dataset_1000.txt,1000,4,traverse,6584,5,494272
python,hash,dataset_1000.txt,1000,5,insert,24334,5,494272
python,hash,dataset_1000.txt,1000,5,search,583,5,494272
python,hash,dataset_1000.txt,1000,5,delete,542,5,494272
python,hash,dataset_1000.txt,1000,5,traverse,6791,5,494272
python,hash,dataset_1000.txt,1000,6,insert,23000,5,494272
python,hash,dataset_1000.txt,1000,6,search,583,5,494272
python,hash,dataset_1000.txt,1000,6,delete,500,5,494272
python,hash,dataset_1000.txt,1000,6,traverse,6667,5,494272
python,hash,dataset_1000.txt,1000,7,insert,23708,5,494272
python,hash,dataset_1000.txt,1000,7,search,583,5,494272
python,hash,dataset_1000.txt,1000,7,delete,583,5,494272
python,hash,dataset_1000.txt,1000,7,traverse,6667,5,494272
python,hash,dataset_1000.txt,1000,8,insert,23833,5,494272
python,hash,dataset_1000.txt,1000,8,search,542,5,494272
python,hash,dataset_1000.txt,1000,8,delete,458,5,494272
python,hash,dataset_1000.txt,1000,8,traverse,6708,5,494272
python,hash,dataset_1000.txt,1000,9,insert,23125,5,494272
python,hash,dataset_1000.txt,1000,9,search,541,5,494272
python,hash,dataset_1000.txt,1000,9,delete,458,5,494272
python,hash,dataset_1000.txt,1000,9,traverse,6708,5,494272
cpp,linked,dataset_1000.txt,1000,0,insert,12375,5,494272
cpp,linked,dataset_1000.txt,1000,0,search,8958,5,494272
cpp,linked,dataset_1000.txt,1000,0,delete,6208,5,494272
cpp,linked,dataset_1000.txt,1000,0,traverse,917,5,494272
cpp,linked,dataset_1000.txt,1000,1,insert,12167,5,494272
cpp,linked,dataset_1000.txt,1000,1,search,8958,5,494272
cpp,linked,dataset_1000.txt,1000,1,delete,5833,5,494272
cpp,linked,dataset_1000.txt,1000,1,traverse,917,5,494272
cpp,linked,dataset_1000.txt,1000,2,insert,12166,5,494272
cpp,linked,dataset_1000.txt,1000,2,search,9084,5,494272
cpp,linked,dataset_1000.txt,1000,2,delete,6125,5,494272
cpp,linked,dataset_1000.txt,1000,2,traverse,875,5,494272
cpp,linked,dataset_1000.txt,1000,3,insert,12166,5,494272
cpp,linked,dataset_1000.txt,1000,3,search,9583,5,494272
cpp,linked,dataset_1000.txt,1000,3,delete,6125,5,494272
cpp,linked,dataset_1000.txt,1000,3,traverse,958,5,494272
cpp,linked,dataset_1000.txt,1000,4,insert,12167,5,494272
cpp,linked,dataset_1000.txt,1000,4,search,9708,5,494272
cpp,linked,dataset_1000.txt,1000,4,delete,5542,5,494272
cpp,linked,dataset_1000.txt,1000,4,traverse,875,5,494272
cpp,linked,dataset_1000.txt,1000,5,insert,12166,5,494272
cpp,linked,dataset_1000.txt,1000,5,search,8500,5,494272
cpp,linked,dataset_1000.txt,1000,5,delete,6084,5,494272
cpp,linked,dataset_1000.txt,1000,5,traverse,875,5,494272
cpp,linked,dataset_1000.txt,1000,6,insert,12166,5,494272
cpp,linked,dataset_1000.txt,1000,6,search,7459,5,494272
cpp,linked,dataset_1000.txt,1000,6,delete,5500,5,494272
cpp,linked,dataset_1000.txt,1000,6,traverse,875,5,494272
cpp,linked,dataset_1000.txt,1000,7,insert,12167,5,494272
cpp,linked,dataset_1000.txt,1000,7,search,7333,5,494272
cpp,linked,dataset_1000.txt,1000,7,delete,5541,5,494272
cpp,linked,dataset_1000.txt,1000,7,traverse,917,5,494272
cpp,linked,dataset_1000.txt,1000,8,insert,12166,5,494272
cpp,linked,dataset_1000.txt,1000,8,search,6834,5,494272
cpp,linked,dataset_1000.txt,1000,8,delete,6125,5,494272
cpp,linked,dataset_1000.txt,1000,8,traverse,875,5,494272
cpp,linked,dataset_1000.txt,1000,9,insert,12209,5,494272
cpp,linked,dataset_1000.txt,1000,9,search,7416,5,494272
cpp,linked,dataset_1000.txt,1000,9,delete,6084,5,494272
cpp,linked,dataset_1000.txt,1000,9,traverse,916,5,494272
cpp,hash,dataset_25000.txt,25000,0,insert,283083,125,309399781
cpp,hash,dataset_25000.txt,25000,0,search,792,125,309399781
cpp,hash,dataset_25000.txt,25000,0,delete,4959,125,309399781
cpp,hash,dataset_25000.txt,25000,0,traverse,30209,125,309399781
cpp,hash,dataset_25000.txt,25000,1,insert,273208,125,309399781
cpp,hash,dataset_25000.txt,25000,1,search,708,125,309399781
cpp,hash,dataset_25000.txt,25000,1,delete,4959,125,309399781
cpp,hash,dataset_25000.txt,25000,1,traverse,29625,125,309399781
cpp,hash,dataset_25000.txt,25000,2,insert,273500,125,309399781
cpp,hash,dataset_25000.txt,25000,2,search,708,125,309399781
cpp,hash,dataset_25000.txt,25000,2,delete,4959,125,309399781
cpp,hash,dataset_25000.txt,25000,2,traverse,29083,125,309399781
cpp,hash,dataset_25000.txt,25000,3,insert,279959,125,309399781
cpp,hash,dataset_25000.txt,25000,3,search,708,125,309399781
cpp,hash,dataset_25000.txt,25000,3,delete,4875,125,309399781
cpp,hash,dataset_25000.txt,25000,3,traverse,29666,125,309399781
cpp,hash,dataset_25000.txt,25000,4,insert,274500,125,309399781
cpp,hash,dataset_25000.txt,25000,4,search,708,125,309399781
cpp,hash,dataset_25000.txt,25000,4,delete,4917,125,309399781
cpp,hash,dataset_25000.txt,25000,4,traverse,28750,125,309399781
cpp,hash,dataset_25000.txt,25000,5,insert,275916,125,309399781
cpp,hash,dataset_25000.txt,25000,5,search,709,125,309399781
cpp,hash,dataset_25000.txt,25000,5,delete,4875,125,309399781
cpp,hash,dataset_25000.txt,25000,5,traverse,29500,125,309399781
cpp,hash,dataset_25000.txt,25000,6,insert,297084,125,309399781
cpp,hash,dataset_25000.txt,25000,6,search,708,125,309399781
cpp,hash,dataset_25000.txt,25000,6,delete,4875,125,309399781
cpp,hash,dataset_25000.txt,25000,6,traverse,29500,125,309399781
cpp,hash,dataset_25000.txt,25000,7,insert,284291,125,309399781
cpp,hash,dataset_25000.txt,25000,7,search,709,125,309399781
cpp,hash,dataset_25000.txt,25000,7,delete,4916,125,309399781
cpp,hash,dataset_25000.txt,25000,7,traverse,29500,125,309399781
cpp,hash,dataset_25000.txt,25000,8,insert,275625,125,309399781
cpp,hash,dataset_25000.txt,25000,8,search,709,125,309399781
cpp,hash,dataset_25000.txt,25000,8,delete,4875,125,309399781
cpp,hash,dataset_25000.txt,25000,8,traverse,29167,125,309399781
cpp,hash,dataset_25000.txt,25000,9,insert,286000,125,309399781
cpp,hash,dataset_25000.txt,25000,9,search,708,125,309399781
cpp,hash,dataset_25000.txt,25000,9,delete,4875,125,309399781
cpp,hash,dataset_25000.txt,25000,9,traverse,29333,125,309399781
python,array,dataset_5000.txt,5000,0,insert,6500,25,12368708
python,array,dataset_5000.txt,5000,0,search,660625,25,12368708
python,array,dataset_5000.txt,5000,0,delete,778708,25,12368708
python,array,dataset_5000.txt,5000,0,traverse,18875,25,12368708
python,array,dataset_5000.txt,5000,1,insert,6750,25,12368708
python,array,dataset_5000.txt,5000,1,search,657125,25,12368708
python,array,dataset_5000.txt,5000,1,delete,781500,25,12368708
python,array,dataset_5000.txt,5000,1,traverse,18500,25,12368708
python,array,dataset_5000.txt,5000,2,insert,6000,25,12368708
python,array,dataset_5000.txt,5000,2,search,656458,25,12368708
python,array,dataset_5000.txt,5000,2,delete,781792,25,12368708
python,array,dataset_5000.txt,5000,2,traverse,18459,25,12368708
python,array,dataset_5000.txt,5000,3,insert,5875,25,12368708
python,array,dataset_5000.txt,5000,3,search,656500,25,12368708
python,array,dataset_5000.txt,5000,3,delete,788542,25,12368708
python,array,dataset_5000.txt,5000,3,traverse,18208,25,12368708
python,array,dataset_5000.txt,5000,4,insert,5958,25,12368708
python,array,dataset_5000.txt,5000,4,search,658667,25,12368708
python,array,dataset_5000.txt,5000,4,delete,778250,25,12368708
python,array,dataset_5000.txt,5000,4,traverse,18167,25,12368708
python,array,dataset_5000.txt,5000,5,insert,5916,25,12368708
python,array,dataset_5000.txt,5000,5,search,655333,25,12368708
python,array,dataset_5000.txt,5000,5,delete,782459,25,12368708
python,array,dataset_5000.txt,5000,5,traverse,18417,25,12368708
python,array,dataset_5000.txt,5000,6,insert,5875,25,12368708
python,array,dataset_5000.txt,5000,6,search,654209,25,12368708
python,array,dataset_5000.txt,5000,6,delete,779458,25,12368708
python,array,dataset_5000.txt,5000,6,traverse,18209,25,12368708
python,array,dataset_5000.txt,5000,7,insert,6208,25,12368708
python,array,dataset_5000.txt,5000,7,search,663041,25,12368708
python,array,dataset_5000.txt,5000,7,delete,780041,25,12368708
python,array,dataset_5000.txt,5000,7,traverse,18375,25,12368708
python,array,dataset_5000.txt,5000,8,insert,8042,25,12368708
python,array,dataset_5000.txt,5000,8,search,711833,25,12368708
python,array,dataset_5000.txt,5000,8,delete,789167,25,12368708
python,array,dataset_5000.txt,5000,8,traverse,18166,25,12368708
python,array,dataset_5000.txt,5000,9,insert,6250,25,12368708
python,array,dataset_5000.txt,5000,9,search,677542,25,12368708
python,array,dataset_5000.txt,5000,9,delete,794500,25,12368708
python,array,dataset_5000.txt,5000,9,traverse,18334,25,12368708
python,hash,dataset_5000.txt,5000,0,insert,114791,25,12368708
python,hash,dataset_5000.txt,5000,0,search,2416,25,12368708
python,hash,dataset_5000.txt,5000,0,delete,1958,25,12368708
python,hash,dataset_5000.txt,5000,0,traverse,23791,25,12368708
python,hash,dataset_5000.txt,5000,1,insert,101000,25,12368708
python,hash,dataset_5000.txt,5000,1,search,2125,25,12368708
python,hash,dataset_5000.txt,5000,1,delete,1791,25,12368708
python,hash,dataset_5000.txt,5000,1,traverse,23542,25,12368708
python,hash,dataset_5000.txt,5000,2,insert,103792,25,12368708
python,hash,dataset_5000.txt,5000,2,search,2000,25,12368708
python,hash,dataset_5000.txt,5000,2,delete,1709,25,12368708
python,hash,dataset_5000.txt,5000,2,traverse,23792,25,12368708
python,hash,dataset_5000.txt,5000,3,insert,99417,25,12368708
python,hash,dataset_5000.txt,5000,3,search,2000,25,12368708
python,hash,dataset_5000.txt,5000,3,delete,1750,25,12368708
python,hash,dataset_5000.txt,5000,3,traverse,23792,25,12368708
python,hash,dataset_5000.txt,5000,4,insert,99417,25,12368708
python,hash,dataset_5000.txt,5000,4,search,2000,25,12368708
python,hash,dataset_5000.txt,5000,4,delete,1708,25,12368708
python,hash,dataset_5000.txt,5000,4,traverse,23625,25,12368708
python,hash,dataset_5000.txt,5000,5,insert,102875,25,12368708
python,hash,dataset_5000.txt,5000,5,search,2042,25,12368708
python,hash,dataset_5000.txt,5000,5,delete,1750,25,12368708
python,hash,dataset_5000.txt,5000,5,traverse,23792,25,12368708
python,hash,dataset_5000.txt,5000,6,insert,109084,25,12368708
python,hash,dataset_5000.txt,5000,6,search,2041,25,12368708
python,hash,dataset_5000.txt,5000,6,delete,1708,25,12368708
python,hash,dataset_5000.txt,5000,6,traverse,23875,25,12368708
python,hash,dataset_5000.txt,5000,7,insert,99083,25,12368708
python,hash,dataset_5000.txt,5000,7,search,2000,25,12368708
python,hash,dataset_5000.txt,5000,7,delete,1709,25,12368708
python,hash,dataset_5000.txt,5000,7,traverse,23333,25,12368708
python,hash,dataset_5000.txt,5000,8,insert,100083,25,12368708
python,hash,dataset_5000.txt,5000,8,search,2041,25,12368708
python,hash,dataset_5000.txt,5000,8,delete,1750,25,12368708
python,hash,dataset_5000.txt,5000,8,traverse,23791,25,12368708
python,hash,dataset_5000.txt,5000,9,insert,106208,25,12368708
python,hash,dataset_5000.txt,5000,9,search,2000,25,12368708
python,hash,dataset_5000.txt,5000,9,delete,1750,25,12368708
python,hash,dataset_5000.txt,5000,9,traverse,23958,25,12368708
python,linked,dataset_1000.txt,1000,0,insert,107458,5,494272
python,linked,dataset_1000.txt,1000,0,search,237000,5,494272
python,linked,dataset_1000.txt,1000,0,delete,174167,5,494272
python,linked,dataset_1000.txt,1000,0,traverse,30500,5,494272
python,linked,dataset_1000.txt,1000,1,insert,103792,5,494272
python,linked,dataset_1000.txt,1000,1,search,237167,5,494272
python,linked,dataset_1000.txt,1000,1,delete,175375,5,494272
python,linked,dataset_1000.txt,1000,1,traverse,30292,5,494272
python,linked,dataset_1000.txt,1000,2,insert,103250,5,494272
python,linked,dataset_1000.txt,1000,2,search,235583,5,494272
python,linked,dataset_1000.txt,1000,2,delete,173833,5,494272
python,linked,dataset_1000.txt,1000,2,traverse,30834,5,494272
python,linked,dataset_1000.txt,1000,3,insert,103250,5,494272
python,linked,dataset_1000.txt,1000,3,search,237291,5,494272
python,linked,dataset_1000.txt,1000,3,delete,175959,5,494272
python,linked,dataset_1000.txt,1000,3,traverse,30416,5,494272
python,linked,dataset_1000.txt,1000,4,insert,103125,5,494272
python,linked,dataset_1000.txt,1000,4,search,236958,5,494272
python,linked,dataset_1000.txt,1000,4,delete,173959,5,494272
python,linked,dataset_1000.txt,1000,4,traverse,30083,5,494272
